Host.h	Host.human	Host.mouse	Host.monkey	Parasite.p	Parasite.Pchabaudi	Parasite.Pvivax	Parasite.Pberghei	Parasite.Pfalciparum	Parasite.Pcoatneyi	Parasite.Pcynomolgi	Parasite.Pyoelii	Weight
h_OG0003611	ENSG00000197982	ENSMUSG00000078570	ENSMMUG00000005371	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	4
h_OG0003611	ENSG00000197982	ENSMUSG00000078570	ENSMMUG00000005371	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003611	ENSG00000197982	ENSMUSG00000078570	ENSMMUG00000005371	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003611	ENSG00000197982	ENSMUSG00000078570	ENSMMUG00000005371	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003611	ENSG00000197982	ENSMUSG00000078570	ENSMMUG00000005371	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003611	ENSG00000197982	ENSMUSG00000078570	ENSMMUG00000005371	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003611	ENSG00000197982	ENSMUSG00000078570	ENSMMUG00000005371	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003611	ENSG00000197982	ENSMUSG00000078570	ENSMMUG00000005371	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003611	ENSG00000197982	ENSMUSG00000078570	ENSMMUG00000005371	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	4
h_OG0003612	ENSG00000146576	ENSMUSG00000039244	ENSMMUG00000015546	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	4
h_OG0003612	ENSG00000146576	ENSMUSG00000039244	ENSMMUG00000015546	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003612	ENSG00000146576	ENSMUSG00000039244	ENSMMUG00000015546	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003612	ENSG00000146576	ENSMUSG00000039244	ENSMMUG00000015546	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003612	ENSG00000146576	ENSMUSG00000039244	ENSMMUG00000015546	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	4
h_OG0003612	ENSG00000146576	ENSMUSG00000039244	ENSMMUG00000015546	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	4
h_OG0003612	ENSG00000146576	ENSMUSG00000039244	ENSMMUG00000015546	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003612	ENSG00000146576	ENSMUSG00000039244	ENSMMUG00000015546	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003612	ENSG00000146576	ENSMUSG00000039244	ENSMMUG00000015546	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003612	ENSG00000146576	ENSMUSG00000039244	ENSMMUG00000015546	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003612	ENSG00000146576	ENSMUSG00000039244	ENSMMUG00000015546	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003612	ENSG00000146576	ENSMUSG00000039244	ENSMMUG00000015546	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003612	ENSG00000146576	ENSMUSG00000039244	ENSMMUG00000015546	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003612	ENSG00000146576	ENSMUSG00000039244	ENSMMUG00000015546	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003612	ENSG00000146576	ENSMUSG00000039244	ENSMMUG00000015546	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003612	ENSG00000146576	ENSMUSG00000039244	ENSMMUG00000015546	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003612	ENSG00000146576	ENSMUSG00000039244	ENSMMUG00000015546	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003612	ENSG00000146576	ENSMUSG00000039244	ENSMMUG00000015546	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	4
h_OG0003627	ENSG00000116205	ENSMUSG00000028619	ENSMMUG00000014218	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	4
h_OG0003627	ENSG00000116205	ENSMUSG00000028619	ENSMMUG00000014218	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003627	ENSG00000116205	ENSMUSG00000028619	ENSMMUG00000014218	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003631	ENSG00000164053	ENSMUSG00000025646	ENSMMUG00000010058	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003633	ENSG00000125835	ENSMUSG00000027404	ENSMMUG00000010050	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003633	ENSG00000125835	ENSMUSG00000027404	ENSMMUG00000010050	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003633	ENSG00000125835	ENSMUSG00000027404	ENSMMUG00000010050	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001281	PCHAS_130940	PVX_118375	PBANKA_130620	PF3D7_1442300	PCOAH_00046950	PCYB_127280	PY17X_1310000	3
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001285	PCHAS_131000	PVX_118345	PBANKA_130680	PF3D7_1442900	PCOAH_00046890	PCYB_127220	PY17X_1310600	3
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001285	PCHAS_131000	PVX_118345	PBANKA_130680	PF3D7_1442900	PCOAH_00046890	PCYB_127220	PY17X_1310600	3
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001287	PCHAS_131020	PVX_118335	PBANKA_130700	PF3D7_1443100	PCOAH_00046870	PCYB_127200	PY17X_1310800	3
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001287	PCHAS_131020	PVX_118335	PBANKA_130700	PF3D7_1443100	PCOAH_00046870	PCYB_127200	PY17X_1310800	3
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001292	PCHAS_131070	PVX_118310	PBANKA_130750	PF3D7_1443600	PCOAH_00046820	PCYB_127150	PY17X_1311300	3
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001292	PCHAS_131070	PVX_118310	PBANKA_130750	PF3D7_1443600	PCOAH_00046820	PCYB_127150	PY17X_1311300	3
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001299	PCHAS_131150	PVX_118275	PBANKA_130830	PF3D7_1444400	PCOAH_00046740	PCYB_127070	PY17X_1312100	3
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001299	PCHAS_131150	PVX_118275	PBANKA_130830	PF3D7_1444400	PCOAH_00046740	PCYB_127070	PY17X_1312100	4
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001299	PCHAS_131150	PVX_118275	PBANKA_130830	PF3D7_1444400	PCOAH_00046740	PCYB_127070	PY17X_1312100	3
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	4
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	4
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	4
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003635	ENSG00000167468	ENSMUSG00000075706	ENSMMUG00000028946	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003639	ENSG00000129968	ENSMUSG00000003346	ENSMMUG00000016539	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003639	ENSG00000129968	ENSMUSG00000003346	ENSMMUG00000016539	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003639	ENSG00000129968	ENSMUSG00000003346	ENSMMUG00000016539	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003639	ENSG00000129968	ENSMUSG00000003346	ENSMMUG00000016539	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003639	ENSG00000129968	ENSMUSG00000003346	ENSMMUG00000016539	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003639	ENSG00000129968	ENSMUSG00000003346	ENSMMUG00000016539	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003646	ENSG00000155189	ENSMUSG00000031467	ENSMMUG00000018668	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003646	ENSG00000155189	ENSMUSG00000031467	ENSMMUG00000018668	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003646	ENSG00000155189	ENSMUSG00000031467	ENSMMUG00000018668	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	4
h_OG0003646	ENSG00000155189	ENSMUSG00000031467	ENSMMUG00000018668	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003650	ENSG00000075151	ENSMUSG00000028760	ENSMMUG00000004149	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003655	ENSG00000187742	ENSMUSG00000035139	ENSMMUG00000012532	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003655	ENSG00000187742	ENSMUSG00000035139	ENSMMUG00000012532	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003655	ENSG00000187742	ENSMUSG00000035139	ENSMMUG00000012532	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003668	ENSG00000172301	ENSMUSG00000031458	ENSMMUG00000020401	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003668	ENSG00000172301	ENSMUSG00000031458	ENSMMUG00000020401	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003668	ENSG00000172301	ENSMUSG00000031458	ENSMMUG00000020401	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003668	ENSG00000172301	ENSMUSG00000031458	ENSMMUG00000020401	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003668	ENSG00000172301	ENSMUSG00000031458	ENSMMUG00000020401	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003668	ENSG00000172301	ENSMUSG00000031458	ENSMMUG00000020401	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003673	ENSG00000086102	ENSMUSG00000028423	ENSMMUG00000043096	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003675	ENSG00000204498	ENSMUSG00000042419	ENSMMUG00000044441	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003685	ENSG00000198937	ENSMUSG00000024018	ENSMMUG00000011575	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003693	ENSG00000170638	ENSMUSG00000015363	ENSMMUG00000014087	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003693	ENSG00000170638	ENSMUSG00000015363	ENSMMUG00000014087	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003693	ENSG00000170638	ENSMUSG00000015363	ENSMMUG00000014087	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003697	ENSG00000198563	ENSMUSG00000019432	ENSMMUG00000008839	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003697	ENSG00000198563	ENSMUSG00000019432	ENSMMUG00000008839	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003697	ENSG00000198563	ENSMUSG00000019432	ENSMMUG00000008839	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003697	ENSG00000198563	ENSMUSG00000019432	ENSMMUG00000008839	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003699	ENSG00000146282	ENSMUSG00000028292	ENSMMUG00000017039	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001300	PCHAS_131160	PVX_118270	PBANKA_130840	PF3D7_1444500	PCOAH_00046730	PCYB_127060	PY17X_1312200	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001302	PCHAS_131180	PVX_118255	PBANKA_130860	PF3D7_1444800	PCOAH_00046700	PCYB_127030	PY17X_1312400	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001304	PCHAS_131200	PVX_118240	PBANKA_130880	PF3D7_1445000	PCOAH_00046680	PCYB_127010	PY17X_1312600	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001304	PCHAS_131200	PVX_118240	PBANKA_130880	PF3D7_1445000	PCOAH_00046680	PCYB_127010	PY17X_1312600	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001304	PCHAS_131200	PVX_118240	PBANKA_130880	PF3D7_1445000	PCOAH_00046680	PCYB_127010	PY17X_1312600	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001304	PCHAS_131200	PVX_118240	PBANKA_130880	PF3D7_1445000	PCOAH_00046680	PCYB_127010	PY17X_1312600	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001304	PCHAS_131200	PVX_118240	PBANKA_130880	PF3D7_1445000	PCOAH_00046680	PCYB_127010	PY17X_1312600	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001304	PCHAS_131200	PVX_118240	PBANKA_130880	PF3D7_1445000	PCOAH_00046680	PCYB_127010	PY17X_1312600	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001304	PCHAS_131200	PVX_118240	PBANKA_130880	PF3D7_1445000	PCOAH_00046680	PCYB_127010	PY17X_1312600	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001305	PCHAS_131210	PVX_118235	PBANKA_130890	PF3D7_1445100	PCOAH_00046670	PCYB_127000	PY17X_1312700	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001305	PCHAS_131210	PVX_118235	PBANKA_130890	PF3D7_1445100	PCOAH_00046670	PCYB_127000	PY17X_1312700	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001305	PCHAS_131210	PVX_118235	PBANKA_130890	PF3D7_1445100	PCOAH_00046670	PCYB_127000	PY17X_1312700	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001305	PCHAS_131210	PVX_118235	PBANKA_130890	PF3D7_1445100	PCOAH_00046670	PCYB_127000	PY17X_1312700	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001305	PCHAS_131210	PVX_118235	PBANKA_130890	PF3D7_1445100	PCOAH_00046670	PCYB_127000	PY17X_1312700	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001307	PCHAS_131240	PVX_118220	PBANKA_130920	PF3D7_1445400	PCOAH_00046640	PCYB_126970	PY17X_1313000	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001307	PCHAS_131240	PVX_118220	PBANKA_130920	PF3D7_1445400	PCOAH_00046640	PCYB_126970	PY17X_1313000	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001308	PCHAS_131250	PVX_118210	PBANKA_130930	PF3D7_1445500	PCOAH_00046630	PCYB_126960	PY17X_1313100	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001308	PCHAS_131250	PVX_118210	PBANKA_130930	PF3D7_1445500	PCOAH_00046630	PCYB_126960	PY17X_1313100	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001308	PCHAS_131250	PVX_118210	PBANKA_130930	PF3D7_1445500	PCOAH_00046630	PCYB_126960	PY17X_1313100	3
h_OG0003707	ENSG00000120686	ENSMUSG00000027746	ENSMMUG00000014990	p_OG0001308	PCHAS_131250	PVX_118210	PBANKA_130930	PF3D7_1445500	PCOAH_00046630	PCYB_126960	PY17X_1313100	3
