"Orthogroup"	"Pchabaudi"	"Pvivax"	"Pberghei"	"Pfalciparum"	"Pcoatneyi"	"Pcynomolgi"	"Pyoelii"
"p_OG0000685"	"PCHAS_144620"	"PVX_124095"	"PBANKA_144400"	"PF3D7_1229400"	"PCOAH_00053910"	"PCYB_145500"	"PY17X_1446500"
"p_OG0000686"	"PCHAS_144630"	"PVX_124100"	"PBANKA_144410"	"PF3D7_1229500"	"PCOAH_00053900"	"PCYB_145510"	"PY17X_1446600"
"p_OG0000687"	"PCHAS_144640"	"PVX_124105"	"PBANKA_144420"	"PF3D7_1229600"	"PCOAH_00053890"	"PCYB_145520"	"PY17X_1446700"
"p_OG0000688"	"PCHAS_144670"	"PVX_124120"	"PBANKA_144450"	"PF3D7_1229800"	"PCOAH_00053870"	"PCYB_145540"	"PY17X_1447000"
"p_OG0000689"	"PCHAS_144690"	"PVX_124140"	"PBANKA_144470"	"PF3D7_1230000"	"PCOAH_00053850"	"PCYB_145560"	"PY17X_1447200"
"p_OG0000690"	"PCHAS_144700"	"PVX_124145"	"PBANKA_144480"	"PF3D7_1230100"	"PCOAH_00053840"	"PCYB_145570"	"PY17X_1447300"
"p_OG0000691"	"PCHAS_144720"	"PVX_124155"	"PBANKA_144500"	"PF3D7_1230300"	"PCOAH_00053820"	"PCYB_145590"	"PY17X_1447500"
"p_OG0000692"	"PCHAS_144730"	"PVX_124160"	"PBANKA_144510"	"PF3D7_1230400"	"PCOAH_00053810"	"PCYB_145600"	"PY17X_1447600"
"p_OG0000693"	"PCHAS_144740"	"PVX_124165"	"PBANKA_144520"	"PF3D7_1230500"	"PCOAH_00053800"	"PCYB_145610"	"PY17X_1447700"
"p_OG0000694"	"PCHAS_144750"	"PVX_124170"	"PBANKA_144530"	"PF3D7_1230600"	"PCOAH_00053790"	"PCYB_145620"	"PY17X_1447800"
"p_OG0000695"	"PCHAS_144760"	"PVX_124175"	"PBANKA_144540"	"PF3D7_1230700"	"PCOAH_00053780"	"PCYB_145630"	"PY17X_1447900"
"p_OG0000696"	"PCHAS_144770"	"PVX_124180"	"PBANKA_144550"	"PF3D7_1230800"	"PCOAH_00053770"	"PCYB_145640"	"PY17X_1448000"
"p_OG0000697"	"PCHAS_144780"	"PVX_124185"	"PBANKA_144560"	"PF3D7_1230900"	"PCOAH_00053760"	"PCYB_145650"	"PY17X_1448100"
"p_OG0000698"	"PCHAS_144790"	"PVX_124190"	"PBANKA_144570"	"PF3D7_1231000"	"PCOAH_00053750"	"PCYB_145660"	"PY17X_1448200"
"p_OG0000699"	"PCHAS_144800"	"PVX_124195"	"PBANKA_144580"	"PF3D7_1231100"	"PCOAH_00053740"	"PCYB_145670"	"PY17X_1448300"
"p_OG0000700"	"PCHAS_144810"	"PVX_124200"	"PBANKA_144590"	"PF3D7_1231200"	"PCOAH_00053730"	"PCYB_145680"	"PY17X_1448400"
"p_OG0000701"	"PCHAS_144820"	"PVX_100510"	"PBANKA_144600"	"PF3D7_1231300"	"PCOAH_00053720"	"PCYB_145690"	"PY17X_1448500"
"p_OG0000702"	"PCHAS_144830"	"PVX_100515"	"PBANKA_144610"	"PF3D7_1231400"	"PCOAH_00053710"	"PCYB_145700"	"PY17X_1448600"
"p_OG0000703"	"PCHAS_144840"	"PVX_100520"	"PBANKA_144620"	"PF3D7_1231500"	"PCOAH_00053700"	"PCYB_145710"	"PY17X_1448700"
"p_OG0000704"	"PCHAS_144850"	"PVX_100525"	"PBANKA_144630"	"PF3D7_1231600"	"PCOAH_00053690"	"PCYB_145720"	"PY17X_1448800"
"p_OG0000705"	"PCHAS_144870"	"PVX_100535"	"PBANKA_144650"	"PF3D7_1231800"	"PCOAH_00053600"	"PCYB_145740"	"PY17X_1449000"
"p_OG0000706"	"PCHAS_144880"	"PVX_100540"	"PBANKA_144660"	"PF3D7_1231900"	"PCOAH_00053590"	"PCYB_145750"	"PY17X_1449100"
"p_OG0000707"	"PCHAS_144890"	"PVX_100545"	"PBANKA_144670"	"PF3D7_1232000"	"PCOAH_00053580"	"PCYB_145760"	"PY17X_1449200"
"p_OG0000708"	"PCHAS_144900"	"PVX_100550"	"PBANKA_144680"	"PF3D7_1232100"	"PCOAH_00053570"	"PCYB_145770"	"PY17X_1449300"
"p_OG0000709"	"PCHAS_144910"	"PVX_100555"	"PBANKA_144690"	"PF3D7_1232200"	"PCOAH_00053560"	"PCYB_145780"	"PY17X_1449400"
"p_OG0000710"	"PCHAS_144920"	"PVX_100560"	"PBANKA_144700"	"PF3D7_1232300"	"PCOAH_00053550"	"PCYB_145790"	"PY17X_1449500"
"p_OG0000711"	"PCHAS_144930"	"PVX_100565"	"PBANKA_144710"	"PF3D7_1232400"	"PCOAH_00053540"	"PCYB_145800"	"PY17X_1449600"
"p_OG0000712"	"PCHAS_144940"	"PVX_100570"	"PBANKA_144720"	"PF3D7_1232500"	"PCOAH_00053530"	"PCYB_145810"	"PY17X_1449700"
"p_OG0000713"	"PCHAS_144950"	"PVX_100575"	"PBANKA_144730"	"PF3D7_1232600"	"PCOAH_00053520"	"PCYB_145820"	"PY17X_1449800"
"p_OG0000714"	"PCHAS_144960"	"PVX_100585"	"PBANKA_144740"	"PF3D7_1232700"	"PCOAH_00053510"	"PCYB_145840"	"PY17X_1449900"
"p_OG0000715"	"PCHAS_144990"	"PVX_100595"	"PBANKA_144760"	"PF3D7_1232900"	"PCOAH_00053500"	"PCYB_145860"	"PY17X_1450100"
"p_OG0000716"	"PCHAS_145000"	"PVX_100600"	"PBANKA_144770"	"PF3D7_1233000"	"PCOAH_00053490"	"PCYB_145870"	"PY17X_1450200"
"p_OG0000717"	"PCHAS_145010"	"PVX_100610"	"PBANKA_144780"	"PF3D7_1233100"	"PCOAH_00053480"	"PCYB_145880"	"PY17X_1450300"
"p_OG0000718"	"PCHAS_145030"	"PVX_100625"	"PBANKA_144800"	"PF3D7_1233300"	"PCOAH_00053460"	"PCYB_145910"	"PY17X_1450500"
"p_OG0000719"	"PCHAS_145040"	"PVX_100630"	"PBANKA_144810"	"PF3D7_1233400"	"PCOAH_00053450"	"PCYB_145920"	"PY17X_1450600"
"p_OG0000720"	"PCHAS_145050"	"PVX_100635"	"PBANKA_144820"	"PF3D7_1233600"	"PCOAH_00053440"	"PCYB_145930"	"PY17X_1450700"
"p_OG0000721"	"PCHAS_145060"	"PVX_100640"	"PBANKA_144830"	"PF3D7_1233700"	"PCOAH_00053430"	"PCYB_145940"	"PY17X_1450800"
"p_OG0000722"	"PCHAS_145070"	"PVX_100645"	"PBANKA_144840"	"PF3D7_1233800"	"PCOAH_00053420"	"PCYB_145950"	"PY17X_1450900"
"p_OG0000723"	"PCHAS_145080"	"PVX_100650"	"PBANKA_144850"	"PF3D7_1233900"	"PCOAH_00053410"	"PCYB_145960"	"PY17X_1451000"
"p_OG0000724"	"PCHAS_145090"	"PVX_100655"	"PBANKA_144860"	"PF3D7_1234000"	"PCOAH_00053400"	"PCYB_145970"	"PY17X_1451100"
"p_OG0000725"	"PCHAS_145130"	"PVX_100670"	"PBANKA_144900"	"PF3D7_1234400"	"PCOAH_00053360"	"PCYB_146010"	"PY17X_1451500"
"p_OG0000726"	"PCHAS_145160"	"PVX_100685"	"PBANKA_144930"	"PF3D7_1234700"	"PCOAH_00053330"	"PCYB_146040"	"PY17X_1451800"
"p_OG0000727"	"PCHAS_145170"	"PVX_100690"	"PBANKA_144940"	"PF3D7_1234800"	"PCOAH_00053320"	"PCYB_146050"	"PY17X_1451900"
"p_OG0000728"	"PCHAS_145180"	"PVX_100695"	"PBANKA_144950"	"PF3D7_1234900"	"PCOAH_00053310"	"PCYB_146060"	"PY17X_1452000"
"p_OG0000729"	"PCHAS_145190"	"PVX_100700"	"PBANKA_144960"	"PF3D7_1235000"	"PCOAH_00053300"	"PCYB_146070"	"PY17X_1452100"
"p_OG0000730"	"PCHAS_145200"	"PVX_100705"	"PBANKA_144970"	"PF3D7_1235100"	"PCOAH_00053290"	"PCYB_146080"	"PY17X_1452200"
"p_OG0000731"	"PCHAS_145210"	"PVX_100710"	"PBANKA_144980"	"PF3D7_1235200"	"PCOAH_00053180"	"PCYB_146090"	"PY17X_1452300"
"p_OG0000732"	"PCHAS_145220"	"PVX_100715"	"PBANKA_144990"	"PF3D7_1235300"	"PCOAH_00053170"	"PCYB_146100"	"PY17X_1452400"
"p_OG0000733"	"PCHAS_145230"	"PVX_100720"	"PBANKA_145000"	"PF3D7_1235400"	"PCOAH_00053160"	"PCYB_146110"	"PY17X_1452500"
"p_OG0000734"	"PCHAS_145240"	"PVX_100725"	"PBANKA_145010"	"PF3D7_1235500"	"PCOAH_00053150"	"PCYB_146120"	"PY17X_1452600"
"p_OG0000735"	"PCHAS_145250"	"PVX_100730"	"PBANKA_145020"	"PF3D7_1235600"	"PCOAH_00053140"	"PCYB_146130"	"PY17X_1452700"
"p_OG0000736"	"PCHAS_145260"	"PVX_100735"	"PBANKA_145030"	"PF3D7_1235700"	"PCOAH_00053130"	"PCYB_146140"	"PY17X_1452800"
"p_OG0000737"	"PCHAS_145270"	"PVX_100740"	"PBANKA_145040"	"PF3D7_1235800"	"PCOAH_00053120"	"PCYB_146150"	"PY17X_1452900"
"p_OG0000738"	"PCHAS_145280"	"PVX_100745"	"PBANKA_145050"	"PF3D7_1235900"	"PCOAH_00053110"	"PCYB_146160"	"PY17X_1453000"
"p_OG0000739"	"PCHAS_145290"	"PVX_100750"	"PBANKA_145060"	"PF3D7_1236000"	"PCOAH_00053100"	"PCYB_146170"	"PY17X_1453100"
"p_OG0000740"	"PCHAS_145300"	"PVX_100755"	"PBANKA_145070"	"PF3D7_1236100"	"PCOAH_00053090"	"PCYB_146180"	"PY17X_1453200"
"p_OG0000741"	"PCHAS_145310"	"PVX_100760"	"PBANKA_145080"	"PF3D7_1236200"	"PCOAH_00053080"	"PCYB_146190"	"PY17X_1453300"
"p_OG0000742"	"PCHAS_145320"	"PVX_100765"	"PBANKA_145090"	"PF3D7_1236300"	"PCOAH_00053070"	"PCYB_146200"	"PY17X_1453400"
"p_OG0000743"	"PCHAS_145330"	"PVX_100770"	"PBANKA_145100"	"PF3D7_1236400"	"PCOAH_00053060"	"PCYB_146210"	"PY17X_1453500"
"p_OG0000744"	"PCHAS_145340"	"PVX_100775"	"PBANKA_145110"	"PF3D7_1236500"	"PCOAH_00053050"	"PCYB_146220"	"PY17X_1453600"
"p_OG0000745"	"PCHAS_145350"	"PVX_100780"	"PBANKA_145120"	"PF3D7_1236600"	"PCOAH_00053040"	"PCYB_146230"	"PY17X_1453700"
"p_OG0000746"	"PCHAS_145360"	"PVX_100785"	"PBANKA_145130"	"PF3D7_1236700"	"PCOAH_00053030"	"PCYB_146240"	"PY17X_1453800"
"p_OG0000747"	"PCHAS_145370"	"PVX_100790"	"PBANKA_145140"	"PF3D7_1236800"	"PCOAH_00053020"	"PCYB_146250"	"PY17X_1453900"
"p_OG0000748"	"PCHAS_145380"	"PVX_100795"	"PBANKA_145150"	"PF3D7_1236900"	"PCOAH_00053010"	"PCYB_146260"	"PY17X_1454000"
"p_OG0000749"	"PCHAS_145390"	"PVX_100800"	"PBANKA_145160"	"PF3D7_1237000"	"PCOAH_00053000"	"PCYB_146270"	"PY17X_1454100"
"p_OG0000750"	"PCHAS_145400"	"PVX_100805"	"PBANKA_145170"	"PF3D7_1237100"	"PCOAH_00052990"	"PCYB_146280"	"PY17X_1454200"
"p_OG0000751"	"PCHAS_145410"	"PVX_100810"	"PBANKA_145180"	"PF3D7_1237200"	"PCOAH_00052980"	"PCYB_146290"	"PY17X_1454300"
"p_OG0000752"	"PCHAS_145420"	"PVX_100815"	"PBANKA_145190"	"PF3D7_1237300"	"PCOAH_00052970"	"PCYB_146300"	"PY17X_1454400"
"p_OG0000753"	"PCHAS_145430"	"PVX_100820"	"PBANKA_145200"	"PF3D7_1237400"	"PCOAH_00052960"	"PCYB_146310"	"PY17X_1454500"
"p_OG0000754"	"PCHAS_145440"	"PVX_100825"	"PBANKA_145210"	"PF3D7_1237500"	"PCOAH_00052950"	"PCYB_146320"	"PY17X_1454600"
"p_OG0000755"	"PCHAS_145450"	"PVX_100830"	"PBANKA_145220"	"PF3D7_1237600"	"PCOAH_00052940"	"PCYB_146330"	"PY17X_1454700"
"p_OG0000756"	"PCHAS_145460"	"PVX_100835"	"PBANKA_145230"	"PF3D7_1237700"	"PCOAH_00052910"	"PCYB_146340"	"PY17X_1454800"
"p_OG0000757"	"PCHAS_145470"	"PVX_100840"	"PBANKA_145240"	"PF3D7_1237800"	"PCOAH_00052900"	"PCYB_146350"	"PY17X_1454900"
"p_OG0000758"	"PCHAS_145480"	"PVX_100845"	"PBANKA_145250"	"PF3D7_1237900"	"PCOAH_00052890"	"PCYB_146360"	"PY17X_1455000"
"p_OG0000759"	"PCHAS_145490"	"PVX_100855"	"PBANKA_145260"	"PF3D7_1238100"	"PCOAH_00052870"	"PCYB_146380"	"PY17X_1455100"
"p_OG0000760"	"PCHAS_145500"	"PVX_100860"	"PBANKA_145270"	"PF3D7_1238200"	"PCOAH_00052860"	"PCYB_146390"	"PY17X_1455200"
"p_OG0000761"	"PCHAS_145510"	"PVX_100865"	"PBANKA_145280"	"PF3D7_1238300"	"PCOAH_00052850"	"PCYB_146400"	"PY17X_1455300"
"p_OG0000762"	"PCHAS_145520"	"PVX_100870"	"PBANKA_145290"	"PF3D7_1238400"	"PCOAH_00052840"	"PCYB_146410"	"PY17X_1455400"
"p_OG0000763"	"PCHAS_145540"	"PVX_100880"	"PBANKA_145310"	"PF3D7_1238600"	"PCOAH_00052810"	"PCYB_146430"	"PY17X_1455600"
"p_OG0000764"	"PCHAS_145560"	"PVX_100890"	"PBANKA_145330"	"PF3D7_1238800"	"PCOAH_00052790"	"PCYB_146450"	"PY17X_1455800"
"p_OG0000765"	"PCHAS_145570"	"PVX_100895"	"PBANKA_145340"	"PF3D7_1238900"	"PCOAH_00052780"	"PCYB_146460"	"PY17X_1455900"
"p_OG0000766"	"PCHAS_145580"	"PVX_100900"	"PBANKA_145350"	"PF3D7_1239000"	"PCOAH_00052770"	"PCYB_146470"	"PY17X_1456000"
"p_OG0000767"	"PCHAS_145590"	"PVX_100905"	"PBANKA_145360"	"PF3D7_1239100"	"PCOAH_00052760"	"PCYB_146480"	"PY17X_1456100"
"p_OG0000768"	"PCHAS_145600"	"PVX_100910"	"PBANKA_145370"	"PF3D7_1239200"	"PCOAH_00052750"	"PCYB_146490"	"PY17X_1456200"
"p_OG0000769"	"PCHAS_145610"	"PVX_100915"	"PBANKA_145380"	"PF3D7_1239300"	"PCOAH_00052740"	"PCYB_146500"	"PY17X_1456300"
"p_OG0000770"	"PCHAS_145620"	"PVX_100920"	"PBANKA_145390"	"PF3D7_1239400"	"PCOAH_00052730"	"PCYB_146510"	"PY17X_1456400"
"p_OG0000771"	"PCHAS_145630"	"PVX_100925"	"PBANKA_145400"	"PF3D7_1239500"	"PCOAH_00052720"	"PCYB_146520"	"PY17X_1456500"
"p_OG0000772"	"PCHAS_145640"	"PVX_100935"	"PBANKA_145410"	"PF3D7_1239700"	"PCOAH_00052700"	"PCYB_146540"	"PY17X_1456600"
"p_OG0000773"	"PCHAS_145650"	"PVX_100940"	"PBANKA_145420"	"PF3D7_1239800"	"PCOAH_00052690"	"PCYB_146550"	"PY17X_1456700"
"p_OG0000774"	"PCHAS_145660"	"PVX_100945"	"PBANKA_145430"	"PF3D7_1239900"	"PCOAH_00052680"	"PCYB_146560"	"PY17X_1456800"
"p_OG0000775"	"PCHAS_145670"	"PVX_100950"	"PBANKA_145440"	"PF3D7_1240000"	"PCOAH_00052670"	"PCYB_146570"	"PY17X_1456900"
"p_OG0000776"	"PCHAS_145680"	"PVX_100955"	"PBANKA_145450"	"PF3D7_1241100"	"PCOAH_00052660"	"PCYB_146580"	"PY17X_1457000"
"p_OG0000777"	"PCHAS_145690"	"PVX_100960"	"PBANKA_145460"	"PF3D7_1241200"	"PCOAH_00052650"	"PCYB_146590"	"PY17X_1457100"
"p_OG0000778"	"PCHAS_145700"	"PVX_100965"	"PBANKA_145470"	"PF3D7_1241300"	"PCOAH_00052640"	"PCYB_146600"	"PY17X_1457200"
"p_OG0000779"	"PCHAS_145710"	"PVX_100970"	"PBANKA_145480"	"PF3D7_1241400"	"PCOAH_00052630"	"PCYB_146610"	"PY17X_1457300"
"p_OG0000780"	"PCHAS_145720"	"PVX_100975"	"PBANKA_145490"	"PF3D7_1241500"	"PCOAH_00052620"	"PCYB_146620"	"PY17X_1457400"
"p_OG0000781"	"PCHAS_145730"	"PVX_100980"	"PBANKA_145500"	"PF3D7_1241600"	"PCOAH_00052610"	"PCYB_146630"	"PY17X_1457500"
"p_OG0000782"	"PCHAS_145750"	"PVX_100990"	"PBANKA_145520"	"PF3D7_1241800"	"PCOAH_00052580"	"PCYB_146650"	"PY17X_1457700"
"p_OG0000783"	"PCHAS_145760"	"PVX_100995"	"PBANKA_145530"	"PF3D7_1241900"	"PCOAH_00052570"	"PCYB_146660"	"PY17X_1457800"
"p_OG0000784"	"PCHAS_145770"	"PVX_101000"	"PBANKA_145540"	"PF3D7_1242000"	"PCOAH_00052560"	"PCYB_146670"	"PY17X_1457900"
"p_OG0000785"	"PCHAS_145780"	"PVX_101005"	"PBANKA_145550"	"PF3D7_1242100"	"PCOAH_00052550"	"PCYB_146680"	"PY17X_1458000"
"p_OG0000786"	"PCHAS_145790"	"PVX_101010"	"PBANKA_145560"	"PF3D7_1242200"	"PCOAH_00052540"	"PCYB_146685"	"PY17X_1458100"
"p_OG0000787"	"PCHAS_145800"	"PVX_101015"	"PBANKA_145570"	"PF3D7_1242300"	"PCOAH_00052530"	"PCYB_146690"	"PY17X_1458200"
"p_OG0000788"	"PCHAS_145810"	"PVX_101020"	"PBANKA_145580"	"PF3D7_1242400"	"PCOAH_00052520"	"PCYB_146700"	"PY17X_1458300"
"p_OG0000789"	"PCHAS_145830"	"PVX_101030"	"PBANKA_145600"	"PF3D7_1242600"	"PCOAH_00052510"	"PCYB_146720"	"PY17X_1458500"
"p_OG0000790"	"PCHAS_145840"	"PVX_101035"	"PBANKA_145610"	"PF3D7_1242700"	"PCOAH_00052500"	"PCYB_146730"	"PY17X_1458600"
"p_OG0000791"	"PCHAS_145850"	"PVX_101040"	"PBANKA_145620"	"PF3D7_1242800"	"PCOAH_00052490"	"PCYB_146740"	"PY17X_1458700"
"p_OG0000792"	"PCHAS_145870"	"PVX_101050"	"PBANKA_145640"	"PF3D7_1243000"	"PCOAH_00052470"	"PCYB_146760"	"PY17X_1458900"
"p_OG0000793"	"PCHAS_145880"	"PVX_101055"	"PBANKA_145650"	"PF3D7_1243100"	"PCOAH_00052460"	"PCYB_146770"	"PY17X_1459000"
"p_OG0000794"	"PCHAS_145900"	"PVX_101065"	"PBANKA_145670"	"PF3D7_1243300"	"PCOAH_00052450"	"PCYB_146790"	"PY17X_1459200"
"p_OG0000795"	"PCHAS_145910"	"PVX_101075"	"PBANKA_145680"	"PF3D7_1243500"	"PCOAH_00052430"	"PCYB_146810"	"PY17X_1459300"
"p_OG0000796"	"PCHAS_145920"	"PVX_101080"	"PBANKA_145690"	"PF3D7_1243600"	"PCOAH_00052420"	"PCYB_146820"	"PY17X_1459400"
"p_OG0000797"	"PCHAS_145930"	"PVX_101085"	"PBANKA_145700"	"PF3D7_1243700"	"PCOAH_00052410"	"PCYB_146830"	"PY17X_1459500"
"p_OG0000798"	"PCHAS_145940"	"PVX_101090"	"PBANKA_145710"	"PF3D7_1243800"	"PCOAH_00052400"	"PCYB_146840"	"PY17X_1459600"
"p_OG0000799"	"PCHAS_145950"	"PVX_101095"	"PBANKA_145720"	"PF3D7_1243900"	"PCOAH_00052390"	"PCYB_146850"	"PY17X_1459700"
"p_OG0000800"	"PCHAS_145960"	"PVX_101100"	"PBANKA_145730"	"PF3D7_1244000"	"PCOAH_00052380"	"PCYB_146860"	"PY17X_1459800"
"p_OG0000801"	"PCHAS_145970"	"PVX_101105"	"PBANKA_145740"	"PF3D7_1244100"	"PCOAH_00052370"	"PCYB_146870"	"PY17X_1459900"
"p_OG0000802"	"PCHAS_145990"	"PVX_101115"	"PBANKA_145760"	"PF3D7_1244400"	"PCOAH_00052340"	"PCYB_146890"	"PY17X_1460200"
"p_OG0000803"	"PCHAS_146000"	"PVX_101120"	"PBANKA_145770"	"PF3D7_1244500"	"PCOAH_00052330"	"PCYB_146900"	"PY17X_1460300"
"p_OG0000804"	"PCHAS_146010"	"PVX_101125"	"PBANKA_145780"	"PF3D7_1244600"	"PCOAH_00052250"	"PCYB_146910"	"PY17X_1460400"
"p_OG0000805"	"PCHAS_146020"	"PVX_101130"	"PBANKA_145790"	"PF3D7_1244700"	"PCOAH_00052240"	"PCYB_146920"	"PY17X_1460500"
"p_OG0000806"	"PCHAS_146030"	"PVX_101135"	"PBANKA_145800"	"PF3D7_1244800"	"PCOAH_00052230"	"PCYB_146930"	"PY17X_1460600"
"p_OG0000807"	"PCHAS_146040"	"PVX_101140"	"PBANKA_145810"	"PF3D7_1244900"	"PCOAH_00052220"	"PCYB_146940"	"PY17X_1460700"
"p_OG0000808"	"PCHAS_146050"	"PVX_101145"	"PBANKA_145820"	"PF3D7_1245000"	"PCOAH_00052210"	"PCYB_146950"	"PY17X_1460800"
"p_OG0000809"	"PCHAS_146060"	"PVX_101150"	"PBANKA_145830"	"PF3D7_1245100"	"PCOAH_00052200"	"PCYB_146960"	"PY17X_1460900"
"p_OG0000810"	"PCHAS_146070"	"PVX_101155"	"PBANKA_145840"	"PF3D7_1245200"	"PCOAH_00052190"	"PCYB_146970"	"PY17X_1461000"
"p_OG0000811"	"PCHAS_146080"	"PVX_101160"	"PBANKA_145850"	"PF3D7_1245300"	"PCOAH_00052180"	"PCYB_146980"	"PY17X_1461100"
"p_OG0000812"	"PCHAS_146090"	"PVX_101165"	"PBANKA_145860"	"PF3D7_1245400"	"PCOAH_00052170"	"PCYB_146990"	"PY17X_1461200"
"p_OG0000813"	"PCHAS_146100"	"PVX_101170"	"PBANKA_145870"	"PF3D7_1245500"	"PCOAH_00052160"	"PCYB_147000"	"PY17X_1461300"
"p_OG0000814"	"PCHAS_146110"	"PVX_101175"	"PBANKA_145880"	"PF3D7_1245600"	"PCOAH_00052150"	"PCYB_147010"	"PY17X_1461400"
"p_OG0000815"	"PCHAS_146120"	"PVX_101180"	"PBANKA_145890"	"PF3D7_1245800"	"PCOAH_00052140"	"PCYB_147020"	"PY17X_1461500"
"p_OG0000816"	"PCHAS_146140"	"PVX_101190"	"PBANKA_145910"	"PF3D7_1246000"	"PCOAH_00052130"	"PCYB_147040"	"PY17X_1461700"
"p_OG0000817"	"PCHAS_146150"	"PVX_101195"	"PBANKA_145920"	"PF3D7_1246100"	"PCOAH_00052120"	"PCYB_147050"	"PY17X_1461800"
"p_OG0000818"	"PCHAS_146170"	"PVX_101210"	"PBANKA_145940"	"PF3D7_1246300"	"PCOAH_00052090"	"PCYB_147080"	"PY17X_1462000"
"p_OG0000819"	"PCHAS_146180"	"PVX_101215"	"PBANKA_145950"	"PF3D7_1246400"	"PCOAH_00052080"	"PCYB_147090"	"PY17X_1462100"
"p_OG0000820"	"PCHAS_146190"	"PVX_101220"	"PBANKA_145960"	"PF3D7_1246500"	"PCOAH_00052070"	"PCYB_147100"	"PY17X_1462200"
"p_OG0000821"	"PCHAS_146200"	"PVX_101225"	"PBANKA_145970"	"PF3D7_1246600"	"PCOAH_00052050"	"PCYB_147110"	"PY17X_1462300"
"p_OG0000822"	"PCHAS_146210"	"PVX_101230"	"PBANKA_145980"	"PF3D7_1246700"	"PCOAH_00052040"	"PCYB_147120"	"PY17X_1462400"
"p_OG0000823"	"PCHAS_146220"	"PVX_101235"	"PBANKA_145990"	"PF3D7_1246800"	"PCOAH_00052030"	"PCYB_147130"	"PY17X_1462500"
"p_OG0000824"	"PCHAS_146230"	"PVX_101240"	"PBANKA_146000"	"PF3D7_1246900"	"PCOAH_00052020"	"PCYB_147140"	"PY17X_1462600"
"p_OG0000825"	"PCHAS_146240"	"PVX_101250"	"PBANKA_146010"	"PF3D7_1247100"	"PCOAH_00052000"	"PCYB_147160"	"PY17X_1462700"
"p_OG0000826"	"PCHAS_146260"	"PVX_101257"	"PBANKA_146030"	"PF3D7_1247300"	"PCOAH_00051980"	"PCYB_147180"	"PY17X_1462900"
"p_OG0000827"	"PCHAS_146270"	"PVX_101260"	"PBANKA_146040"	"PF3D7_1247400"	"PCOAH_00051970"	"PCYB_147190"	"PY17X_1463000"
"p_OG0000828"	"PCHAS_146280"	"PVX_101265"	"PBANKA_146050"	"PF3D7_1247500"	"PCOAH_00051960"	"PCYB_147200"	"PY17X_1463100"
"p_OG0000829"	"PCHAS_146300"	"PVX_101280"	"PBANKA_146070"	"PF3D7_1247800"	"PCOAH_00051940"	"PCYB_147220"	"PY17X_1463300"
"p_OG0000830"	"PCHAS_146310"	"PVX_101285"	"PBANKA_146080"	"PF3D7_1247900"	"PCOAH_00051930"	"PCYB_147230"	"PY17X_1463400"
"p_OG0000831"	"PCHAS_146320"	"PVX_101290"	"PBANKA_146090"	"PF3D7_1248000"	"PCOAH_00051920"	"PCYB_147240"	"PY17X_1463500"
"p_OG0000832"	"PCHAS_146330"	"PVX_101295"	"PBANKA_146100"	"PF3D7_1248100"	"PCOAH_00051910"	"PCYB_147250"	"PY17X_1463600"
"p_OG0000833"	"PCHAS_146340"	"PVX_101300"	"PBANKA_146110"	"PF3D7_1248200"	"PCOAH_00051900"	"PCYB_147260"	"PY17X_1463700"
"p_OG0000834"	"PCHAS_146350"	"PVX_101305"	"PBANKA_146120"	"PF3D7_1248300"	"PCOAH_00051890"	"PCYB_147270"	"PY17X_1463800"
"p_OG0000835"	"PCHAS_146360"	"PVX_101310"	"PBANKA_146130"	"PF3D7_1248400"	"PCOAH_00051880"	"PCYB_147280"	"PY17X_1463900"
"p_OG0000836"	"PCHAS_146370"	"PVX_101315"	"PBANKA_146140"	"PF3D7_1248500"	"PCOAH_00051870"	"PCYB_147290"	"PY17X_1464000"
"p_OG0000837"	"PCHAS_146380"	"PVX_101320"	"PBANKA_146150"	"PF3D7_1248600"	"PCOAH_00051860"	"PCYB_147300"	"PY17X_1464100"
"p_OG0000838"	"PCHAS_146390"	"PVX_101325"	"PBANKA_146160"	"PF3D7_1248700"	"PCOAH_00051850"	"PCYB_147310"	"PY17X_1464200"
"p_OG0000839"	"PCHAS_146400"	"PVX_101330"	"PBANKA_146170"	"PF3D7_1248800"	"PCOAH_00051840"	"PCYB_147320"	"PY17X_1464300"
"p_OG0000840"	"PCHAS_146410"	"PVX_101335"	"PBANKA_146180"	"PF3D7_1248900"	"PCOAH_00051830"	"PCYB_147330"	"PY17X_1464400"
"p_OG0000841"	"PCHAS_146420"	"PVX_101340"	"PBANKA_146190"	"PF3D7_1249000"	"PCOAH_00051820"	"PCYB_147340"	"PY17X_1464500"
"p_OG0000842"	"PCHAS_146430"	"PVX_101345"	"PBANKA_146200"	"PF3D7_1249100"	"PCOAH_00051810"	"PCYB_147350"	"PY17X_1464600"
"p_OG0000843"	"PCHAS_146450"	"PVX_101355"	"PBANKA_146220"	"PF3D7_1249300"	"PCOAH_00051790"	"PCYB_147370"	"PY17X_1464800"
"p_OG0000844"	"PCHAS_146460"	"PVX_101360"	"PBANKA_146230"	"PF3D7_1249400"	"PCOAH_00051780"	"PCYB_147380"	"PY17X_1464900"
"p_OG0000845"	"PCHAS_146480"	"PVX_101365"	"PBANKA_146250"	"PF3D7_1249600"	"PCOAH_00051760"	"PCYB_147400"	"PY17X_1465100"
